Date,GoogleIndex,MovieTitle,Studio
2018-11-02,5,Pokemon the Movie The Power of Us,Fathom
2018-11-03,15,Pokemon the Movie The Power of Us,Fathom
2018-11-04,13,Pokemon the Movie The Power of Us,Fathom
2018-11-05,9,Pokemon the Movie The Power of Us,Fathom
2018-11-06,7,Pokemon the Movie The Power of Us,Fathom
2018-11-07,7,Pokemon the Movie The Power of Us,Fathom
2018-11-08,12,Pokemon the Movie The Power of Us,Fathom
2018-11-09,18,Pokemon the Movie The Power of Us,Fathom
2018-11-10,17,Pokemon the Movie The Power of Us,Fathom
2018-11-11,29,Pokemon the Movie The Power of Us,Fathom
2018-11-12,15,Pokemon the Movie The Power of Us,Fathom
2018-11-13,16,Pokemon the Movie The Power of Us,Fathom
2018-11-14,16,Pokemon the Movie The Power of Us,Fathom
2018-11-15,32,Pokemon the Movie The Power of Us,Fathom
2018-11-16,44,Pokemon the Movie The Power of Us,Fathom
2018-11-17,36,Pokemon the Movie The Power of Us,Fathom
2018-11-18,20,Pokemon the Movie The Power of Us,Fathom
2018-11-19,27,Pokemon the Movie The Power of Us,Fathom
2018-11-20,23,Pokemon the Movie The Power of Us,Fathom
2018-11-21,35,Pokemon the Movie The Power of Us,Fathom
2018-11-22,44,Pokemon the Movie The Power of Us,Fathom
2018-11-23,100,Pokemon the Movie The Power of Us,Fathom
2018-11-24,65,Pokemon the Movie The Power of Us,Fathom
2018-11-25,43,Pokemon the Movie The Power of Us,Fathom
2018-11-26,63,Pokemon the Movie The Power of Us,Fathom
2018-11-27,42,Pokemon the Movie The Power of Us,Fathom
2018-10-31,0,At Eternitys Gate,CBS
2018-11-01,0,At Eternitys Gate,CBS
2018-11-02,20,At Eternitys Gate,CBS
2018-11-03,0,At Eternitys Gate,CBS
2018-11-04,17,At Eternitys Gate,CBS
2018-11-05,17,At Eternitys Gate,CBS
2018-11-06,17,At Eternitys Gate,CBS
2018-11-07,0,At Eternitys Gate,CBS
2018-11-08,18,At Eternitys Gate,CBS
2018-11-09,20,At Eternitys Gate,CBS
2018-11-10,30,At Eternitys Gate,CBS
2018-11-11,0,At Eternitys Gate,CBS
2018-11-12,35,At Eternitys Gate,CBS
2018-11-13,44,At Eternitys Gate,CBS
2018-11-14,54,At Eternitys Gate,CBS
2018-11-15,92,At Eternitys Gate,CBS
2018-11-16,20,At Eternitys Gate,CBS
2018-11-17,60,At Eternitys Gate,CBS
2018-11-18,27,At Eternitys Gate,CBS
2018-11-19,26,At Eternitys Gate,CBS
2018-11-20,18,At Eternitys Gate,CBS
2018-11-21,55,At Eternitys Gate,CBS
2018-11-22,100,At Eternitys Gate,CBS
2018-11-23,79,At Eternitys Gate,CBS
2018-11-24,20,At Eternitys Gate,CBS
2018-11-25,0,At Eternitys Gate,CBS
2018-11-26,26,At Eternitys Gate,CBS
2018-11-27,79,At Eternitys Gate,CBS
2018-10-31,17,Maria by Callas,SPC
2018-11-01,42,Maria by Callas,SPC
2018-11-02,54,Maria by Callas,SPC
2018-11-03,66,Maria by Callas,SPC
2018-11-04,38,Maria by Callas,SPC
2018-11-05,49,Maria by Callas,SPC
2018-11-06,16,Maria by Callas,SPC
2018-11-07,46,Maria by Callas,SPC
2018-11-08,28,Maria by Callas,SPC
2018-11-09,50,Maria by Callas,SPC
2018-11-10,30,Maria by Callas,SPC
2018-11-11,39,Maria by Callas,SPC
2018-11-12,16,Maria by Callas,SPC
2018-11-13,23,Maria by Callas,SPC
2018-11-14,23,Maria by Callas,SPC
2018-11-15,27,Maria by Callas,SPC
2018-11-16,46,Maria by Callas,SPC
2018-11-17,75,Maria by Callas,SPC
2018-11-18,33,Maria by Callas,SPC
2018-11-19,30,Maria by Callas,SPC
2018-11-20,23,Maria by Callas,SPC
2018-11-21,24,Maria by Callas,SPC
2018-11-22,55,Maria by Callas,SPC
2018-11-23,100,Maria by Callas,SPC
2018-11-24,74,Maria by Callas,SPC
2018-11-25,51,Maria by Callas,SPC
2018-11-26,16,Maria by Callas,SPC
2018-11-27,33,Maria by Callas,SPC
2018-10-31,63,Night School 2018,Uni.
2018-11-01,82,Night School 2018,Uni.
2018-11-02,100,Night School 2018,Uni.
2018-11-03,82,Night School 2018,Uni.
2018-11-04,54,Night School 2018,Uni.
2018-11-05,52,Night School 2018,Uni.
2018-11-06,37,Night School 2018,Uni.
2018-11-07,44,Night School 2018,Uni.
2018-11-08,54,Night School 2018,Uni.
2018-11-09,79,Night School 2018,Uni.
2018-11-10,74,Night School 2018,Uni.
2018-11-11,59,Night School 2018,Uni.
2018-11-12,38,Night School 2018,Uni.
2018-11-13,52,Night School 2018,Uni.
2018-11-14,42,Night School 2018,Uni.
2018-11-15,50,Night School 2018,Uni.
2018-11-16,60,Night School 2018,Uni.
2018-11-17,77,Night School 2018,Uni.
2018-11-18,34,Night School 2018,Uni.
2018-11-19,43,Night School 2018,Uni.
2018-11-20,34,Night School 2018,Uni.
2018-11-21,43,Night School 2018,Uni.
2018-11-22,53,Night School 2018,Uni.
2018-11-23,66,Night School 2018,Uni.
2018-11-24,59,Night School 2018,Uni.
2018-11-25,43,Night School 2018,Uni.
2018-11-26,32,Night School 2018,Uni.
2018-11-27,27,Night School 2018,Uni.
2018-10-31,7,A Private War,Aviron
2018-11-01,15,A Private War,Aviron
2018-11-02,12,A Private War,Aviron
2018-11-03,14,A Private War,Aviron
2018-11-04,11,A Private War,Aviron
2018-11-05,13,A Private War,Aviron
2018-11-06,18,A Private War,Aviron
2018-11-07,23,A Private War,Aviron
2018-11-08,28,A Private War,Aviron
2018-11-09,36,A Private War,Aviron
2018-11-10,23,A Private War,Aviron
2018-11-11,21,A Private War,Aviron
2018-11-12,16,A Private War,Aviron
2018-11-13,16,A Private War,Aviron
2018-11-14,29,A Private War,Aviron
2018-11-15,67,A Private War,Aviron
2018-11-16,100,A Private War,Aviron
2018-11-17,73,A Private War,Aviron
2018-11-18,39,A Private War,Aviron
2018-11-19,33,A Private War,Aviron
2018-11-20,24,A Private War,Aviron
2018-11-21,24,A Private War,Aviron
2018-11-22,36,A Private War,Aviron
2018-11-23,50,A Private War,Aviron
2018-11-24,37,A Private War,Aviron
2018-11-25,14,A Private War,Aviron
2018-11-26,19,A Private War,Aviron
2018-11-27,13,A Private War,Aviron
2018-10-31,54,The House With A Clock In Its Walls,Uni.
2018-11-01,66,The House With A Clock In Its Walls,Uni.
2018-11-02,100,The House With A Clock In Its Walls,Uni.
2018-11-03,64,The House With A Clock In Its Walls,Uni.
2018-11-04,41,The House With A Clock In Its Walls,Uni.
2018-11-05,35,The House With A Clock In Its Walls,Uni.
2018-11-06,28,The House With A Clock In Its Walls,Uni.
2018-11-07,29,The House With A Clock In Its Walls,Uni.
2018-11-08,37,The House With A Clock In Its Walls,Uni.
2018-11-09,58,The House With A Clock In Its Walls,Uni.
2018-11-10,46,The House With A Clock In Its Walls,Uni.
2018-11-11,30,The House With A Clock In Its Walls,Uni.
2018-11-12,24,The House With A Clock In Its Walls,Uni.
2018-11-13,20,The House With A Clock In Its Walls,Uni.
2018-11-14,19,The House With A Clock In Its Walls,Uni.
2018-11-15,24,The House With A Clock In Its Walls,Uni.
2018-11-16,42,The House With A Clock In Its Walls,Uni.
2018-11-17,32,The House With A Clock In Its Walls,Uni.
2018-11-18,21,The House With A Clock In Its Walls,Uni.
2018-11-19,15,The House With A Clock In Its Walls,Uni.
2018-11-20,19,The House With A Clock In Its Walls,Uni.
2018-11-21,25,The House With A Clock In Its Walls,Uni.
2018-11-22,58,The House With A Clock In Its Walls,Uni.
2018-11-23,63,The House With A Clock In Its Walls,Uni.
2018-11-24,52,The House With A Clock In Its Walls,Uni.
2018-11-25,36,The House With A Clock In Its Walls,Uni.
2018-11-26,76,The House With A Clock In Its Walls,Uni.
2018-11-27,90,The House With A Clock In Its Walls,Uni.
2018-10-31,73,First Man,Uni.
2018-11-01,80,First Man,Uni.
2018-11-02,100,First Man,Uni.
2018-11-03,82,First Man,Uni.
2018-11-04,49,First Man,Uni.
2018-11-05,55,First Man,Uni.
2018-11-06,43,First Man,Uni.
2018-11-07,42,First Man,Uni.
2018-11-08,49,First Man,Uni.
2018-11-09,65,First Man,Uni.
2018-11-10,56,First Man,Uni.
2018-11-11,41,First Man,Uni.
2018-11-12,80,First Man,Uni.
2018-11-13,37,First Man,Uni.
2018-11-14,30,First Man,Uni.
2018-11-15,31,First Man,Uni.
2018-11-16,39,First Man,Uni.
2018-11-17,37,First Man,Uni.
2018-11-18,27,First Man,Uni.
2018-11-19,34,First Man,Uni.
2018-11-20,39,First Man,Uni.
2018-11-21,35,First Man,Uni.
2018-11-22,39,First Man,Uni.
2018-11-23,45,First Man,Uni.
2018-11-24,43,First Man,Uni.
2018-11-25,30,First Man,Uni.
2018-11-26,31,First Man,Uni.
2018-11-27,25,First Man,Uni.
2018-10-31,100,Halloween 2018,Uni.
2018-11-01,53,Halloween 2018,Uni.
2018-11-02,32,Halloween 2018,Uni.
2018-11-03,22,Halloween 2018,Uni.
2018-11-04,16,Halloween 2018,Uni.
2018-11-05,13,Halloween 2018,Uni.
2018-11-06,12,Halloween 2018,Uni.
2018-11-07,10,Halloween 2018,Uni.
2018-11-08,11,Halloween 2018,Uni.
2018-11-09,10,Halloween 2018,Uni.
2018-11-10,9,Halloween 2018,Uni.
2018-11-11,7,Halloween 2018,Uni.
2018-11-12,6,Halloween 2018,Uni.
2018-11-13,6,Halloween 2018,Uni.
2018-11-14,5,Halloween 2018,Uni.
2018-11-15,6,Halloween 2018,Uni.
2018-11-16,6,Halloween 2018,Uni.
2018-11-17,6,Halloween 2018,Uni.
2018-11-18,4,Halloween 2018,Uni.
2018-11-19,4,Halloween 2018,Uni.
2018-11-20,4,Halloween 2018,Uni.
2018-11-21,4,Halloween 2018,Uni.
2018-11-22,4,Halloween 2018,Uni.
2018-11-23,4,Halloween 2018,Uni.
2018-11-24,4,Halloween 2018,Uni.
2018-11-25,3,Halloween 2018,Uni.
2018-11-26,3,Halloween 2018,Uni.
2018-11-27,4,Halloween 2018,Uni.
2018-10-31,48,The Old Man  the Gun,FoxS
2018-11-01,77,The Old Man  the Gun,FoxS
2018-11-02,100,The Old Man  the Gun,FoxS
2018-11-03,90,The Old Man  the Gun,FoxS
2018-11-04,51,The Old Man  the Gun,FoxS
2018-11-05,53,The Old Man  the Gun,FoxS
2018-11-06,34,The Old Man  the Gun,FoxS
2018-11-07,38,The Old Man  the Gun,FoxS
2018-11-08,48,The Old Man  the Gun,FoxS
2018-11-09,60,The Old Man  the Gun,FoxS
2018-11-10,50,The Old Man  the Gun,FoxS
2018-11-11,32,The Old Man  the Gun,FoxS
2018-11-12,25,The Old Man  the Gun,FoxS
2018-11-13,24,The Old Man  the Gun,FoxS
2018-11-14,26,The Old Man  the Gun,FoxS
2018-11-15,30,The Old Man  the Gun,FoxS
2018-11-16,35,The Old Man  the Gun,FoxS
2018-11-17,28,The Old Man  the Gun,FoxS
2018-11-18,16,The Old Man  the Gun,FoxS
2018-11-19,17,The Old Man  the Gun,FoxS
2018-11-20,20,The Old Man  the Gun,FoxS
2018-11-21,17,The Old Man  the Gun,FoxS
2018-11-22,23,The Old Man  the Gun,FoxS
2018-11-23,30,The Old Man  the Gun,FoxS
2018-11-24,22,The Old Man  the Gun,FoxS
2018-11-25,17,The Old Man  the Gun,FoxS
2018-11-26,15,The Old Man  the Gun,FoxS
2018-11-27,11,The Old Man  the Gun,FoxS
2018-10-31,0,Superman 40th Anniversary,Fathom
2018-11-01,0,Superman 40th Anniversary,Fathom
2018-11-02,0,Superman 40th Anniversary,Fathom
2018-11-03,37,Superman 40th Anniversary,Fathom
2018-11-04,32,Superman 40th Anniversary,Fathom
2018-11-05,67,Superman 40th Anniversary,Fathom
2018-11-06,0,Superman 40th Anniversary,Fathom
2018-11-07,100,Superman 40th Anniversary,Fathom
2018-11-08,35,Superman 40th Anniversary,Fathom
2018-11-09,39,Superman 40th Anniversary,Fathom
2018-11-10,0,Superman 40th Anniversary,Fathom
2018-11-11,0,Superman 40th Anniversary,Fathom
2018-11-12,0,Superman 40th Anniversary,Fathom
2018-11-13,33,Superman 40th Anniversary,Fathom
2018-11-14,51,Superman 40th Anniversary,Fathom
2018-11-15,35,Superman 40th Anniversary,Fathom
2018-11-16,0,Superman 40th Anniversary,Fathom
2018-11-17,77,Superman 40th Anniversary,Fathom
2018-11-18,0,Superman 40th Anniversary,Fathom
2018-11-19,0,Superman 40th Anniversary,Fathom
2018-11-20,34,Superman 40th Anniversary,Fathom
2018-11-21,35,Superman 40th Anniversary,Fathom
2018-11-22,52,Superman 40th Anniversary,Fathom
2018-11-23,38,Superman 40th Anniversary,Fathom
2018-11-24,0,Superman 40th Anniversary,Fathom
2018-11-25,65,Superman 40th Anniversary,Fathom
2018-11-26,32,Superman 40th Anniversary,Fathom
2018-11-27,100,Superman 40th Anniversary,Fathom
2018-10-31,20,Shoplifters,Magn.
2018-11-01,24,Shoplifters,Magn.
2018-11-02,20,Shoplifters,Magn.
2018-11-03,23,Shoplifters,Magn.
2018-11-04,19,Shoplifters,Magn.
2018-11-05,20,Shoplifters,Magn.
2018-11-06,19,Shoplifters,Magn.
2018-11-07,31,Shoplifters,Magn.
2018-11-08,22,Shoplifters,Magn.
2018-11-09,25,Shoplifters,Magn.
2018-11-10,35,Shoplifters,Magn.
2018-11-11,24,Shoplifters,Magn.
2018-11-12,24,Shoplifters,Magn.
2018-11-13,16,Shoplifters,Magn.
2018-11-14,31,Shoplifters,Magn.
2018-11-15,34,Shoplifters,Magn.
2018-11-16,51,Shoplifters,Magn.
2018-11-17,38,Shoplifters,Magn.
2018-11-18,35,Shoplifters,Magn.
2018-11-19,38,Shoplifters,Magn.
2018-11-20,53,Shoplifters,Magn.
2018-11-21,47,Shoplifters,Magn.
2018-11-22,77,Shoplifters,Magn.
2018-11-23,100,Shoplifters,Magn.
2018-11-24,84,Shoplifters,Magn.
2018-11-25,64,Shoplifters,Magn.
2018-11-26,66,Shoplifters,Magn.
2018-11-27,62,Shoplifters,Magn.
2018-10-31,23,Crazy Rich Asians,WB
2018-11-01,29,Crazy Rich Asians,WB
2018-11-02,37,Crazy Rich Asians,WB
2018-11-03,35,Crazy Rich Asians,WB
2018-11-04,25,Crazy Rich Asians,WB
2018-11-05,32,Crazy Rich Asians,WB
2018-11-06,48,Crazy Rich Asians,WB
2018-11-07,47,Crazy Rich Asians,WB
2018-11-08,55,Crazy Rich Asians,WB
2018-11-09,84,Crazy Rich Asians,WB
2018-11-10,83,Crazy Rich Asians,WB
2018-11-11,53,Crazy Rich Asians,WB
2018-11-12,37,Crazy Rich Asians,WB
2018-11-13,34,Crazy Rich Asians,WB
2018-11-14,35,Crazy Rich Asians,WB
2018-11-15,38,Crazy Rich Asians,WB
2018-11-16,61,Crazy Rich Asians,WB
2018-11-17,61,Crazy Rich Asians,WB
2018-11-18,40,Crazy Rich Asians,WB
2018-11-19,38,Crazy Rich Asians,WB
2018-11-20,53,Crazy Rich Asians,WB
2018-11-21,66,Crazy Rich Asians,WB
2018-11-22,76,Crazy Rich Asians,WB
2018-11-23,98,Crazy Rich Asians,WB
2018-11-24,100,Crazy Rich Asians,WB
2018-11-25,51,Crazy Rich Asians,WB
2018-11-26,39,Crazy Rich Asians,WB
2018-11-27,32,Crazy Rich Asians,WB
2018-10-31,17,A Cool Fish,CL
2018-11-01,17,A Cool Fish,CL
2018-11-02,7,A Cool Fish,CL
2018-11-03,0,A Cool Fish,CL
2018-11-04,19,A Cool Fish,CL
2018-11-05,38,A Cool Fish,CL
2018-11-06,13,A Cool Fish,CL
2018-11-07,13,A Cool Fish,CL
2018-11-08,20,A Cool Fish,CL
2018-11-09,22,A Cool Fish,CL
2018-11-10,25,A Cool Fish,CL
2018-11-11,10,A Cool Fish,CL
2018-11-12,16,A Cool Fish,CL
2018-11-13,19,A Cool Fish,CL
2018-11-14,26,A Cool Fish,CL
2018-11-15,80,A Cool Fish,CL
2018-11-16,100,A Cool Fish,CL
2018-11-17,62,A Cool Fish,CL
2018-11-18,39,A Cool Fish,CL
2018-11-19,51,A Cool Fish,CL
2018-11-20,65,A Cool Fish,CL
2018-11-21,93,A Cool Fish,CL
2018-11-22,86,A Cool Fish,CL
2018-11-23,72,A Cool Fish,CL
2018-11-24,47,A Cool Fish,CL
2018-11-25,47,A Cool Fish,CL
2018-11-26,63,A Cool Fish,CL
2018-11-27,48,A Cool Fish,CL
2018-10-31,57,Border,Neon
2018-11-01,56,Border,Neon
2018-11-02,55,Border,Neon
2018-11-03,54,Border,Neon
2018-11-04,56,Border,Neon
2018-11-05,52,Border,Neon
2018-11-06,53,Border,Neon
2018-11-07,51,Border,Neon
2018-11-08,47,Border,Neon
2018-11-09,45,Border,Neon
2018-11-10,45,Border,Neon
2018-11-11,47,Border,Neon
2018-11-12,50,Border,Neon
2018-11-13,54,Border,Neon
2018-11-14,53,Border,Neon
2018-11-15,51,Border,Neon
2018-11-16,49,Border,Neon
2018-11-17,51,Border,Neon
2018-11-18,54,Border,Neon
2018-11-19,53,Border,Neon
2018-11-20,48,Border,Neon
2018-11-21,47,Border,Neon
2018-11-22,48,Border,Neon
2018-11-23,48,Border,Neon
2018-11-24,70,Border,Neon
2018-11-25,100,Border,Neon
2018-11-26,80,Border,Neon
2018-11-27,67,Border,Neon
2018-10-31,79,Wildlife,IFC
2018-11-01,80,Wildlife,IFC
2018-11-02,79,Wildlife,IFC
2018-11-03,84,Wildlife,IFC
2018-11-04,82,Wildlife,IFC
2018-11-05,74,Wildlife,IFC
2018-11-06,70,Wildlife,IFC
2018-11-07,76,Wildlife,IFC
2018-11-08,83,Wildlife,IFC
2018-11-09,81,Wildlife,IFC
2018-11-10,83,Wildlife,IFC
2018-11-11,80,Wildlife,IFC
2018-11-12,78,Wildlife,IFC
2018-11-13,78,Wildlife,IFC
2018-11-14,77,Wildlife,IFC
2018-11-15,78,Wildlife,IFC
2018-11-16,79,Wildlife,IFC
2018-11-17,100,Wildlife,IFC
2018-11-18,81,Wildlife,IFC
2018-11-19,78,Wildlife,IFC
2018-11-20,71,Wildlife,IFC
2018-11-21,67,Wildlife,IFC
2018-11-22,71,Wildlife,IFC
2018-11-23,75,Wildlife,IFC
2018-11-24,74,Wildlife,IFC
2018-11-25,77,Wildlife,IFC
2018-11-26,75,Wildlife,IFC
2018-11-27,74,Wildlife,IFC
2018-10-31,46,Incredibles 2,BV
2018-11-01,57,Incredibles 2,BV
2018-11-02,81,Incredibles 2,BV
2018-11-03,72,Incredibles 2,BV
2018-11-04,48,Incredibles 2,BV
2018-11-05,54,Incredibles 2,BV
2018-11-06,53,Incredibles 2,BV
2018-11-07,49,Incredibles 2,BV
2018-11-08,60,Incredibles 2,BV
2018-11-09,98,Incredibles 2,BV
2018-11-10,100,Incredibles 2,BV
2018-11-11,62,Incredibles 2,BV
2018-11-12,47,Incredibles 2,BV
2018-11-13,40,Incredibles 2,BV
2018-11-14,37,Incredibles 2,BV
2018-11-15,43,Incredibles 2,BV
2018-11-16,67,Incredibles 2,BV
2018-11-17,65,Incredibles 2,BV
2018-11-18,39,Incredibles 2,BV
2018-11-19,30,Incredibles 2,BV
2018-11-20,32,Incredibles 2,BV
2018-11-21,44,Incredibles 2,BV
2018-11-22,49,Incredibles 2,BV
2018-11-23,52,Incredibles 2,BV
2018-11-24,51,Incredibles 2,BV
2018-11-25,29,Incredibles 2,BV
2018-11-26,24,Incredibles 2,BV
2018-11-27,23,Incredibles 2,BV
2018-10-31,41,Mid90s,A24
2018-11-01,73,Mid90s,A24
2018-11-02,100,Mid90s,A24
2018-11-03,81,Mid90s,A24
2018-11-04,48,Mid90s,A24
2018-11-05,39,Mid90s,A24
2018-11-06,37,Mid90s,A24
2018-11-07,32,Mid90s,A24
2018-11-08,31,Mid90s,A24
2018-11-09,42,Mid90s,A24
2018-11-10,34,Mid90s,A24
2018-11-11,23,Mid90s,A24
2018-11-12,17,Mid90s,A24
2018-11-13,18,Mid90s,A24
2018-11-14,16,Mid90s,A24
2018-11-15,13,Mid90s,A24
2018-11-16,17,Mid90s,A24
2018-11-17,15,Mid90s,A24
2018-11-18,9,Mid90s,A24
2018-11-19,10,Mid90s,A24
2018-11-20,11,Mid90s,A24
2018-11-21,10,Mid90s,A24
2018-11-22,11,Mid90s,A24
2018-11-23,11,Mid90s,A24
2018-11-24,9,Mid90s,A24
2018-11-25,8,Mid90s,A24
2018-11-26,7,Mid90s,A24
2018-11-27,8,Mid90s,A24
2018-10-31,76,Suspiria,Amazon
2018-11-01,90,Suspiria,Amazon
2018-11-02,100,Suspiria,Amazon
2018-11-03,91,Suspiria,Amazon
2018-11-04,61,Suspiria,Amazon
2018-11-05,51,Suspiria,Amazon
2018-11-06,46,Suspiria,Amazon
2018-11-07,51,Suspiria,Amazon
2018-11-08,54,Suspiria,Amazon
2018-11-09,67,Suspiria,Amazon
2018-11-10,61,Suspiria,Amazon
2018-11-11,50,Suspiria,Amazon
2018-11-12,45,Suspiria,Amazon
2018-11-13,48,Suspiria,Amazon
2018-11-14,44,Suspiria,Amazon
2018-11-15,42,Suspiria,Amazon
2018-11-16,55,Suspiria,Amazon
2018-11-17,51,Suspiria,Amazon
2018-11-18,37,Suspiria,Amazon
2018-11-19,34,Suspiria,Amazon
2018-11-20,31,Suspiria,Amazon
2018-11-21,27,Suspiria,Amazon
2018-11-22,30,Suspiria,Amazon
2018-11-23,39,Suspiria,Amazon
2018-11-24,33,Suspiria,Amazon
2018-11-25,24,Suspiria,Amazon
2018-11-26,21,Suspiria,Amazon
2018-11-27,34,Suspiria,Amazon
2018-10-31,100,Goosebumps 2 Haunted Halloween,Sony
2018-11-01,74,Goosebumps 2 Haunted Halloween,Sony
2018-11-02,95,Goosebumps 2 Haunted Halloween,Sony
2018-11-03,44,Goosebumps 2 Haunted Halloween,Sony
2018-11-04,22,Goosebumps 2 Haunted Halloween,Sony
2018-11-05,52,Goosebumps 2 Haunted Halloween,Sony
2018-11-06,34,Goosebumps 2 Haunted Halloween,Sony
2018-11-07,40,Goosebumps 2 Haunted Halloween,Sony
2018-11-08,44,Goosebumps 2 Haunted Halloween,Sony
2018-11-09,43,Goosebumps 2 Haunted Halloween,Sony
2018-11-10,31,Goosebumps 2 Haunted Halloween,Sony
2018-11-11,17,Goosebumps 2 Haunted Halloween,Sony
2018-11-12,22,Goosebumps 2 Haunted Halloween,Sony
2018-11-13,7,Goosebumps 2 Haunted Halloween,Sony
2018-11-14,20,Goosebumps 2 Haunted Halloween,Sony
2018-11-15,21,Goosebumps 2 Haunted Halloween,Sony
2018-11-16,17,Goosebumps 2 Haunted Halloween,Sony
2018-11-17,17,Goosebumps 2 Haunted Halloween,Sony
2018-11-18,15,Goosebumps 2 Haunted Halloween,Sony
2018-11-19,10,Goosebumps 2 Haunted Halloween,Sony
2018-11-20,10,Goosebumps 2 Haunted Halloween,Sony
2018-11-21,10,Goosebumps 2 Haunted Halloween,Sony
2018-11-22,13,Goosebumps 2 Haunted Halloween,Sony
2018-11-23,8,Goosebumps 2 Haunted Halloween,Sony
2018-11-24,14,Goosebumps 2 Haunted Halloween,Sony
2018-11-25,12,Goosebumps 2 Haunted Halloween,Sony
2018-11-26,10,Goosebumps 2 Haunted Halloween,Sony
2018-11-27,12,Goosebumps 2 Haunted Halloween,Sony
2018-10-31,83,Burning,WGUSA
2018-11-01,84,Burning,WGUSA
2018-11-02,85,Burning,WGUSA
2018-11-03,89,Burning,WGUSA
2018-11-04,87,Burning,WGUSA
2018-11-05,94,Burning,WGUSA
2018-11-06,84,Burning,WGUSA
2018-11-07,86,Burning,WGUSA
2018-11-08,89,Burning,WGUSA
2018-11-09,96,Burning,WGUSA
2018-11-10,100,Burning,WGUSA
2018-11-11,90,Burning,WGUSA
2018-11-12,89,Burning,WGUSA
2018-11-13,86,Burning,WGUSA
2018-11-14,90,Burning,WGUSA
2018-11-15,88,Burning,WGUSA
2018-11-16,92,Burning,WGUSA
2018-11-17,96,Burning,WGUSA
2018-11-18,87,Burning,WGUSA
2018-11-19,80,Burning,WGUSA
2018-11-20,81,Burning,WGUSA
2018-11-21,78,Burning,WGUSA
2018-11-22,73,Burning,WGUSA
2018-11-23,86,Burning,WGUSA
2018-11-24,90,Burning,WGUSA
2018-11-25,81,Burning,WGUSA
2018-11-26,80,Burning,WGUSA
2018-11-27,83,Burning,WGUSA
2018-10-31,50,Hunter Killer,LG/S
2018-11-01,73,Hunter Killer,LG/S
2018-11-02,100,Hunter Killer,LG/S
2018-11-03,82,Hunter Killer,LG/S
2018-11-04,46,Hunter Killer,LG/S
2018-11-05,39,Hunter Killer,LG/S
2018-11-06,36,Hunter Killer,LG/S
2018-11-07,32,Hunter Killer,LG/S
2018-11-08,35,Hunter Killer,LG/S
2018-11-09,49,Hunter Killer,LG/S
2018-11-10,39,Hunter Killer,LG/S
2018-11-11,25,Hunter Killer,LG/S
2018-11-12,20,Hunter Killer,LG/S
2018-11-13,18,Hunter Killer,LG/S
2018-11-14,14,Hunter Killer,LG/S
2018-11-15,14,Hunter Killer,LG/S
2018-11-16,20,Hunter Killer,LG/S
2018-11-17,18,Hunter Killer,LG/S
2018-11-18,11,Hunter Killer,LG/S
2018-11-19,10,Hunter Killer,LG/S
2018-11-20,10,Hunter Killer,LG/S
2018-11-21,10,Hunter Killer,LG/S
2018-11-22,13,Hunter Killer,LG/S
2018-11-23,14,Hunter Killer,LG/S
2018-11-24,12,Hunter Killer,LG/S
2018-11-25,7,Hunter Killer,LG/S
2018-11-26,7,Hunter Killer,LG/S
2018-11-27,6,Hunter Killer,LG/S
2018-10-31,24,The World Before Your Feet,Greenwich
2018-11-01,24,The World Before Your Feet,Greenwich
2018-11-02,0,The World Before Your Feet,Greenwich
2018-11-03,25,The World Before Your Feet,Greenwich
2018-11-04,32,The World Before Your Feet,Greenwich
2018-11-05,22,The World Before Your Feet,Greenwich
2018-11-06,0,The World Before Your Feet,Greenwich
2018-11-07,44,The World Before Your Feet,Greenwich
2018-11-08,23,The World Before Your Feet,Greenwich
2018-11-09,0,The World Before Your Feet,Greenwich
2018-11-10,25,The World Before Your Feet,Greenwich
2018-11-11,45,The World Before Your Feet,Greenwich
2018-11-12,22,The World Before Your Feet,Greenwich
2018-11-13,22,The World Before Your Feet,Greenwich
2018-11-14,0,The World Before Your Feet,Greenwich
2018-11-15,23,The World Before Your Feet,Greenwich
2018-11-16,26,The World Before Your Feet,Greenwich
2018-11-17,26,The World Before Your Feet,Greenwich
2018-11-18,34,The World Before Your Feet,Greenwich
2018-11-19,78,The World Before Your Feet,Greenwich
2018-11-20,68,The World Before Your Feet,Greenwich
2018-11-21,58,The World Before Your Feet,Greenwich
2018-11-22,69,The World Before Your Feet,Greenwich
2018-11-23,62,The World Before Your Feet,Greenwich
2018-11-24,50,The World Before Your Feet,Greenwich
2018-11-25,65,The World Before Your Feet,Greenwich
2018-11-26,44,The World Before Your Feet,Greenwich
2018-11-27,100,The World Before Your Feet,Greenwich
2018-10-31,81,Bad Times At The El Royale,Fox
2018-11-01,80,Bad Times At The El Royale,Fox
2018-11-02,100,Bad Times At The El Royale,Fox
2018-11-03,74,Bad Times At The El Royale,Fox
2018-11-04,51,Bad Times At The El Royale,Fox
2018-11-05,34,Bad Times At The El Royale,Fox
2018-11-06,40,Bad Times At The El Royale,Fox
2018-11-07,30,Bad Times At The El Royale,Fox
2018-11-08,36,Bad Times At The El Royale,Fox
2018-11-09,58,Bad Times At The El Royale,Fox
2018-11-10,46,Bad Times At The El Royale,Fox
2018-11-11,28,Bad Times At The El Royale,Fox
2018-11-12,21,Bad Times At The El Royale,Fox
2018-11-13,20,Bad Times At The El Royale,Fox
2018-11-14,22,Bad Times At The El Royale,Fox
2018-11-15,31,Bad Times At The El Royale,Fox
