Date,GoogleIndex,MovieTitle,Studio
2018-11-24,23,The Happy Prince,SPC
2018-11-25,14,The Happy Prince,SPC
2018-11-26,16,The Happy Prince,SPC
2018-11-27,14,The Happy Prince,SPC
2018-10-31,0,Bisbee 17,4th Row
2018-11-01,0,Bisbee 17,4th Row
2018-11-02,0,Bisbee 17,4th Row
2018-11-03,48,Bisbee 17,4th Row
2018-11-04,0,Bisbee 17,4th Row
2018-11-05,43,Bisbee 17,4th Row
2018-11-06,42,Bisbee 17,4th Row
2018-11-07,0,Bisbee 17,4th Row
2018-11-08,45,Bisbee 17,4th Row
2018-11-09,100,Bisbee 17,4th Row
2018-11-10,97,Bisbee 17,4th Row
2018-11-11,0,Bisbee 17,4th Row
2018-11-12,43,Bisbee 17,4th Row
2018-11-13,0,Bisbee 17,4th Row
2018-11-14,0,Bisbee 17,4th Row
2018-11-15,0,Bisbee 17,4th Row
2018-11-16,50,Bisbee 17,4th Row
2018-11-17,74,Bisbee 17,4th Row
2018-11-18,0,Bisbee 17,4th Row
2018-11-19,0,Bisbee 17,4th Row
2018-11-20,0,Bisbee 17,4th Row
2018-11-21,45,Bisbee 17,4th Row
2018-11-22,44,Bisbee 17,4th Row
2018-11-23,48,Bisbee 17,4th Row
2018-11-24,0,Bisbee 17,4th Row
2018-11-25,42,Bisbee 17,4th Row
2018-11-26,0,Bisbee 17,4th Row
2018-11-27,43,Bisbee 17,4th Row
2018-10-31,42,The Third Murder,FM
2018-11-01,75,The Third Murder,FM
2018-11-02,35,The Third Murder,FM
2018-11-03,44,The Third Murder,FM
2018-11-04,38,The Third Murder,FM
2018-11-05,30,The Third Murder,FM
2018-11-06,29,The Third Murder,FM
2018-11-07,40,The Third Murder,FM
2018-11-08,0,The Third Murder,FM
2018-11-09,58,The Third Murder,FM
2018-11-10,23,The Third Murder,FM
2018-11-11,100,The Third Murder,FM
2018-11-12,40,The Third Murder,FM
2018-11-13,50,The Third Murder,FM
2018-11-14,20,The Third Murder,FM
2018-11-15,31,The Third Murder,FM
2018-11-16,35,The Third Murder,FM
2018-11-17,46,The Third Murder,FM
2018-11-18,20,The Third Murder,FM
2018-11-19,30,The Third Murder,FM
2018-11-20,0,The Third Murder,FM
2018-11-21,31,The Third Murder,FM
2018-11-22,0,The Third Murder,FM
2018-11-23,45,The Third Murder,FM
2018-11-24,0,The Third Murder,FM
2018-11-25,20,The Third Murder,FM
2018-11-26,29,The Third Murder,FM
2018-11-27,40,The Third Murder,FM
2018-10-31,0,The Clovehitch Killer,IFC
2018-11-01,1,The Clovehitch Killer,IFC
2018-11-02,2,The Clovehitch Killer,IFC
2018-11-03,2,The Clovehitch Killer,IFC
2018-11-04,2,The Clovehitch Killer,IFC
2018-11-05,2,The Clovehitch Killer,IFC
2018-11-06,1,The Clovehitch Killer,IFC
2018-11-07,2,The Clovehitch Killer,IFC
2018-11-08,1,The Clovehitch Killer,IFC
2018-11-09,2,The Clovehitch Killer,IFC
2018-11-10,3,The Clovehitch Killer,IFC
2018-11-11,3,The Clovehitch Killer,IFC
2018-11-12,4,The Clovehitch Killer,IFC
2018-11-13,5,The Clovehitch Killer,IFC
2018-11-14,6,The Clovehitch Killer,IFC
2018-11-15,49,The Clovehitch Killer,IFC
2018-11-16,100,The Clovehitch Killer,IFC
2018-11-17,80,The Clovehitch Killer,IFC
2018-11-18,48,The Clovehitch Killer,IFC
2018-11-19,36,The Clovehitch Killer,IFC
2018-11-20,37,The Clovehitch Killer,IFC
2018-11-21,25,The Clovehitch Killer,IFC
2018-11-22,31,The Clovehitch Killer,IFC
2018-11-23,44,The Clovehitch Killer,IFC
2018-11-24,58,The Clovehitch Killer,IFC
2018-11-25,27,The Clovehitch Killer,IFC
2018-11-26,26,The Clovehitch Killer,IFC
2018-11-27,20,The Clovehitch Killer,IFC
2018-10-31,0,Shoah Four Sisters,Cohen
2018-11-01,0,Shoah Four Sisters,Cohen
2018-11-02,0,Shoah Four Sisters,Cohen
2018-11-03,0,Shoah Four Sisters,Cohen
2018-11-04,92,Shoah Four Sisters,Cohen
2018-11-05,0,Shoah Four Sisters,Cohen
2018-11-06,0,Shoah Four Sisters,Cohen
2018-11-07,0,Shoah Four Sisters,Cohen
2018-11-08,0,Shoah Four Sisters,Cohen
2018-11-09,0,Shoah Four Sisters,Cohen
2018-11-10,0,Shoah Four Sisters,Cohen
2018-11-11,96,Shoah Four Sisters,Cohen
2018-11-12,0,Shoah Four Sisters,Cohen
2018-11-13,0,Shoah Four Sisters,Cohen
2018-11-14,0,Shoah Four Sisters,Cohen
2018-11-15,100,Shoah Four Sisters,Cohen
2018-11-16,0,Shoah Four Sisters,Cohen
2018-11-17,0,Shoah Four Sisters,Cohen
2018-11-18,0,Shoah Four Sisters,Cohen
2018-11-19,96,Shoah Four Sisters,Cohen
2018-11-20,0,Shoah Four Sisters,Cohen
2018-11-21,0,Shoah Four Sisters,Cohen
2018-11-22,0,Shoah Four Sisters,Cohen
2018-11-23,0,Shoah Four Sisters,Cohen
2018-11-24,0,Shoah Four Sisters,Cohen
2018-11-25,0,Shoah Four Sisters,Cohen
2018-11-26,0,Shoah Four Sisters,Cohen
2018-11-27,0,Shoah Four Sisters,Cohen
2018-10-31,0,Narcissister Organ Player,FM
2018-11-01,51,Narcissister Organ Player,FM
2018-11-02,0,Narcissister Organ Player,FM
2018-11-03,0,Narcissister Organ Player,FM
2018-11-04,0,Narcissister Organ Player,FM
2018-11-05,0,Narcissister Organ Player,FM
2018-11-06,70,Narcissister Organ Player,FM
2018-11-07,95,Narcissister Organ Player,FM
2018-11-08,100,Narcissister Organ Player,FM
2018-11-09,0,Narcissister Organ Player,FM
2018-11-10,0,Narcissister Organ Player,FM
2018-11-11,48,Narcissister Organ Player,FM
2018-11-12,0,Narcissister Organ Player,FM
2018-11-13,48,Narcissister Organ Player,FM
2018-11-14,0,Narcissister Organ Player,FM
2018-11-15,0,Narcissister Organ Player,FM
2018-11-16,56,Narcissister Organ Player,FM
2018-11-17,0,Narcissister Organ Player,FM
2018-11-18,48,Narcissister Organ Player,FM
2018-11-19,0,Narcissister Organ Player,FM
2018-11-20,0,Narcissister Organ Player,FM
2018-11-21,0,Narcissister Organ Player,FM
2018-11-22,0,Narcissister Organ Player,FM
2018-11-23,0,Narcissister Organ Player,FM
2018-11-24,0,Narcissister Organ Player,FM
2018-11-25,70,Narcissister Organ Player,FM
2018-11-26,94,Narcissister Organ Player,FM
2018-11-27,0,Narcissister Organ Player,FM
2018-10-31,47,Horn From the Heart,Abr.
2018-11-01,0,Horn From the Heart,Abr.
2018-11-02,77,Horn From the Heart,Abr.
2018-11-03,49,Horn From the Heart,Abr.
2018-11-04,43,Horn From the Heart,Abr.
2018-11-05,44,Horn From the Heart,Abr.
2018-11-06,43,Horn From the Heart,Abr.
2018-11-07,0,Horn From the Heart,Abr.
2018-11-08,46,Horn From the Heart,Abr.
2018-11-09,0,Horn From the Heart,Abr.
2018-11-10,100,Horn From the Heart,Abr.
2018-11-11,0,Horn From the Heart,Abr.
2018-11-12,44,Horn From the Heart,Abr.
2018-11-13,45,Horn From the Heart,Abr.
2018-11-14,0,Horn From the Heart,Abr.
2018-11-15,0,Horn From the Heart,Abr.
2018-11-16,0,Horn From the Heart,Abr.
2018-11-17,51,Horn From the Heart,Abr.
2018-11-18,45,Horn From the Heart,Abr.
2018-11-19,0,Horn From the Heart,Abr.
2018-11-20,45,Horn From the Heart,Abr.
2018-11-21,46,Horn From the Heart,Abr.
2018-11-22,0,Horn From the Heart,Abr.
2018-11-23,50,Horn From the Heart,Abr.
2018-11-24,49,Horn From the Heart,Abr.
2018-11-25,43,Horn From the Heart,Abr.
2018-11-26,43,Horn From the Heart,Abr.
2018-11-27,0,Horn From the Heart,Abr.
2018-10-31,38,Kusama Infinity,Magn.
2018-11-01,51,Kusama Infinity,Magn.
2018-11-02,35,Kusama Infinity,Magn.
2018-11-03,59,Kusama Infinity,Magn.
2018-11-04,29,Kusama Infinity,Magn.
2018-11-05,53,Kusama Infinity,Magn.
2018-11-06,41,Kusama Infinity,Magn.
2018-11-07,41,Kusama Infinity,Magn.
2018-11-08,56,Kusama Infinity,Magn.
2018-11-09,34,Kusama Infinity,Magn.
2018-11-10,33,Kusama Infinity,Magn.
2018-11-11,36,Kusama Infinity,Magn.
2018-11-12,82,Kusama Infinity,Magn.
2018-11-13,36,Kusama Infinity,Magn.
2018-11-14,60,Kusama Infinity,Magn.
2018-11-15,43,Kusama Infinity,Magn.
2018-11-16,62,Kusama Infinity,Magn.
2018-11-17,54,Kusama Infinity,Magn.
2018-11-18,36,Kusama Infinity,Magn.
2018-11-19,72,Kusama Infinity,Magn.
2018-11-20,48,Kusama Infinity,Magn.
2018-11-21,74,Kusama Infinity,Magn.
2018-11-22,49,Kusama Infinity,Magn.
2018-11-23,100,Kusama Infinity,Magn.
2018-11-24,60,Kusama Infinity,Magn.
2018-11-25,46,Kusama Infinity,Magn.
2018-11-26,70,Kusama Infinity,Magn.
2018-11-27,53,Kusama Infinity,Magn.
2018-10-31,82,1945,Men.
2018-11-01,74,1945,Men.
2018-11-02,61,1945,Men.
2018-11-03,82,1945,Men.
2018-11-04,95,1945,Men.
2018-11-05,88,1945,Men.
2018-11-06,93,1945,Men.
2018-11-07,88,1945,Men.
2018-11-08,71,1945,Men.
2018-11-09,63,1945,Men.
2018-11-10,87,1945,Men.
2018-11-11,85,1945,Men.
2018-11-12,81,1945,Men.
2018-11-13,81,1945,Men.
2018-11-14,73,1945,Men.
2018-11-15,59,1945,Men.
2018-11-16,52,1945,Men.
2018-11-17,66,1945,Men.
2018-11-18,54,1945,Men.
2018-11-19,64,1945,Men.
2018-11-20,81,1945,Men.
2018-11-21,74,1945,Men.
2018-11-22,57,1945,Men.
2018-11-23,52,1945,Men.
2018-11-24,81,1945,Men.
2018-11-25,100,1945,Men.
2018-11-26,100,1945,Men.
2018-11-27,93,1945,Men.
2018-10-31,31,Pick of the Litter,IFC
2018-11-01,55,Pick of the Litter,IFC
2018-11-02,42,Pick of the Litter,IFC
2018-11-03,49,Pick of the Litter,IFC
2018-11-04,56,Pick of the Litter,IFC
2018-11-05,44,Pick of the Litter,IFC
2018-11-06,36,Pick of the Litter,IFC
2018-11-07,29,Pick of the Litter,IFC
2018-11-08,46,Pick of the Litter,IFC
2018-11-09,76,Pick of the Litter,IFC
2018-11-10,33,Pick of the Litter,IFC
2018-11-11,44,Pick of the Litter,IFC
2018-11-12,43,Pick of the Litter,IFC
2018-11-13,59,Pick of the Litter,IFC
2018-11-14,52,Pick of the Litter,IFC
2018-11-15,46,Pick of the Litter,IFC
2018-11-16,93,Pick of the Litter,IFC
2018-11-17,100,Pick of the Litter,IFC
2018-11-18,67,Pick of the Litter,IFC
2018-11-19,44,Pick of the Litter,IFC
2018-11-20,97,Pick of the Litter,IFC
2018-11-21,45,Pick of the Litter,IFC
2018-11-22,68,Pick of the Litter,IFC
2018-11-23,74,Pick of the Litter,IFC
2018-11-24,66,Pick of the Litter,IFC
2018-11-25,64,Pick of the Litter,IFC
2018-11-26,57,Pick of the Litter,IFC
2018-11-27,73,Pick of the Litter,IFC
2018-10-31,33,Blaze 2018,IFC
2018-11-01,42,Blaze 2018,IFC
2018-11-02,60,Blaze 2018,IFC
2018-11-03,73,Blaze 2018,IFC
2018-11-04,41,Blaze 2018,IFC
2018-11-05,57,Blaze 2018,IFC
2018-11-06,86,Blaze 2018,IFC
2018-11-07,68,Blaze 2018,IFC
2018-11-08,65,Blaze 2018,IFC
2018-11-09,49,Blaze 2018,IFC
2018-11-10,64,Blaze 2018,IFC
2018-11-11,51,Blaze 2018,IFC
2018-11-12,53,Blaze 2018,IFC
2018-11-13,48,Blaze 2018,IFC
2018-11-14,35,Blaze 2018,IFC
2018-11-15,65,Blaze 2018,IFC
2018-11-16,66,Blaze 2018,IFC
2018-11-17,52,Blaze 2018,IFC
2018-11-18,63,Blaze 2018,IFC
2018-11-19,54,Blaze 2018,IFC
2018-11-20,55,Blaze 2018,IFC
2018-11-21,85,Blaze 2018,IFC
2018-11-22,100,Blaze 2018,IFC
2018-11-23,64,Blaze 2018,IFC
2018-11-24,73,Blaze 2018,IFC
2018-11-25,66,Blaze 2018,IFC
2018-11-26,36,Blaze 2018,IFC
2018-11-27,37,Blaze 2018,IFC
2018-10-31,80,The Guilty,Magn.
2018-11-01,100,The Guilty,Magn.
2018-11-02,98,The Guilty,Magn.
2018-11-03,93,The Guilty,Magn.
2018-11-04,84,The Guilty,Magn.
2018-11-05,65,The Guilty,Magn.
2018-11-06,68,The Guilty,Magn.
2018-11-07,70,The Guilty,Magn.
2018-11-08,75,The Guilty,Magn.
2018-11-09,71,The Guilty,Magn.
2018-11-10,64,The Guilty,Magn.
2018-11-11,85,The Guilty,Magn.
2018-11-12,72,The Guilty,Magn.
2018-11-13,76,The Guilty,Magn.
2018-11-14,62,The Guilty,Magn.
2018-11-15,67,The Guilty,Magn.
2018-11-16,73,The Guilty,Magn.
2018-11-17,69,The Guilty,Magn.
2018-11-18,62,The Guilty,Magn.
2018-11-19,64,The Guilty,Magn.
2018-11-20,50,The Guilty,Magn.
2018-11-21,47,The Guilty,Magn.
2018-11-22,57,The Guilty,Magn.
2018-11-23,65,The Guilty,Magn.
2018-11-24,76,The Guilty,Magn.
2018-11-25,71,The Guilty,Magn.
2018-11-26,58,The Guilty,Magn.
2018-11-27,64,The Guilty,Magn.
2018-10-31,48,Searching for Ingmar Bergman,Osci.
2018-11-01,48,Searching for Ingmar Bergman,Osci.
2018-11-02,52,Searching for Ingmar Bergman,Osci.
2018-11-03,100,Searching for Ingmar Bergman,Osci.
2018-11-04,43,Searching for Ingmar Bergman,Osci.
2018-11-05,0,Searching for Ingmar Bergman,Osci.
2018-11-06,66,Searching for Ingmar Bergman,Osci.
2018-11-07,45,Searching for Ingmar Bergman,Osci.
2018-11-08,47,Searching for Ingmar Bergman,Osci.
2018-11-09,51,Searching for Ingmar Bergman,Osci.
2018-11-10,50,Searching for Ingmar Bergman,Osci.
2018-11-11,45,Searching for Ingmar Bergman,Osci.
2018-11-12,0,Searching for Ingmar Bergman,Osci.
2018-11-13,0,Searching for Ingmar Bergman,Osci.
2018-11-14,45,Searching for Ingmar Bergman,Osci.
2018-11-15,47,Searching for Ingmar Bergman,Osci.
2018-11-16,78,Searching for Ingmar Bergman,Osci.
2018-11-17,0,Searching for Ingmar Bergman,Osci.
2018-11-18,0,Searching for Ingmar Bergman,Osci.
2018-11-19,0,Searching for Ingmar Bergman,Osci.
2018-11-20,46,Searching for Ingmar Bergman,Osci.
2018-11-21,47,Searching for Ingmar Bergman,Osci.
2018-11-22,0,Searching for Ingmar Bergman,Osci.
2018-11-23,51,Searching for Ingmar Bergman,Osci.
2018-11-24,0,Searching for Ingmar Bergman,Osci.
2018-11-25,0,Searching for Ingmar Bergman,Osci.
2018-11-26,0,Searching for Ingmar Bergman,Osci.
2018-11-27,0,Searching for Ingmar Bergman,Osci.
2018-10-31,30,Return of the Hero,Distrib.
2018-11-01,31,Return of the Hero,Distrib.
2018-11-02,100,Return of the Hero,Distrib.
2018-11-03,80,Return of the Hero,Distrib.
2018-11-04,28,Return of the Hero,Distrib.
2018-11-05,29,Return of the Hero,Distrib.
2018-11-06,42,Return of the Hero,Distrib.
2018-11-07,86,Return of the Hero,Distrib.
2018-11-08,90,Return of the Hero,Distrib.
2018-11-09,50,Return of the Hero,Distrib.
2018-11-10,65,Return of the Hero,Distrib.
2018-11-11,58,Return of the Hero,Distrib.
2018-11-12,57,Return of the Hero,Distrib.
2018-11-13,43,Return of the Hero,Distrib.
2018-11-14,59,Return of the Hero,Distrib.
2018-11-15,60,Return of the Hero,Distrib.
2018-11-16,100,Return of the Hero,Distrib.
2018-11-17,66,Return of the Hero,Distrib.
2018-11-18,88,Return of the Hero,Distrib.
2018-11-19,87,Return of the Hero,Distrib.
2018-11-20,59,Return of the Hero,Distrib.
2018-11-21,30,Return of the Hero,Distrib.
2018-11-22,45,Return of the Hero,Distrib.
2018-11-23,49,Return of the Hero,Distrib.
2018-11-24,32,Return of the Hero,Distrib.
2018-11-25,28,Return of the Hero,Distrib.
2018-11-26,85,Return of the Hero,Distrib.
2018-11-27,72,Return of the Hero,Distrib.
2018-10-31,0,Under the Sea 3D,WB
2018-11-01,0,Under the Sea 3D,WB
2018-11-02,0,Under the Sea 3D,WB
2018-11-03,74,Under the Sea 3D,WB
2018-11-04,64,Under the Sea 3D,WB
2018-11-05,0,Under the Sea 3D,WB
2018-11-06,0,Under the Sea 3D,WB
2018-11-07,0,Under the Sea 3D,WB
2018-11-08,0,Under the Sea 3D,WB
2018-11-09,0,Under the Sea 3D,WB
2018-11-10,0,Under the Sea 3D,WB
2018-11-11,67,Under the Sea 3D,WB
2018-11-12,0,Under the Sea 3D,WB
2018-11-13,67,Under the Sea 3D,WB
2018-11-14,0,Under the Sea 3D,WB
2018-11-15,0,Under the Sea 3D,WB
2018-11-16,0,Under the Sea 3D,WB
2018-11-17,0,Under the Sea 3D,WB
2018-11-18,0,Under the Sea 3D,WB
2018-11-19,0,Under the Sea 3D,WB
2018-11-20,0,Under the Sea 3D,WB
2018-11-21,0,Under the Sea 3D,WB
2018-11-22,69,Under the Sea 3D,WB
2018-11-23,0,Under the Sea 3D,WB
2018-11-24,0,Under the Sea 3D,WB
2018-11-25,0,Under the Sea 3D,WB
2018-11-26,0,Under the Sea 3D,WB
2018-11-27,100,Under the Sea 3D,WB
2018-10-31,0,Hubble 3D,WB
2018-11-01,0,Hubble 3D,WB
2018-11-02,100,Hubble 3D,WB
2018-11-03,0,Hubble 3D,WB
2018-11-04,0,Hubble 3D,WB
2018-11-05,0,Hubble 3D,WB
2018-11-06,0,Hubble 3D,WB
2018-11-07,86,Hubble 3D,WB
2018-11-08,0,Hubble 3D,WB
2018-11-09,0,Hubble 3D,WB
2018-11-10,0,Hubble 3D,WB
2018-11-11,0,Hubble 3D,WB
2018-11-12,86,Hubble 3D,WB
2018-11-13,0,Hubble 3D,WB
2018-11-14,0,Hubble 3D,WB
2018-11-15,0,Hubble 3D,WB
2018-11-16,0,Hubble 3D,WB
2018-11-17,99,Hubble 3D,WB
2018-11-18,88,Hubble 3D,WB
2018-11-19,0,Hubble 3D,WB
2018-11-20,0,Hubble 3D,WB
2018-11-21,0,Hubble 3D,WB
2018-11-22,89,Hubble 3D,WB
2018-11-23,0,Hubble 3D,WB
2018-11-24,0,Hubble 3D,WB
2018-11-25,84,Hubble 3D,WB
2018-11-26,0,Hubble 3D,WB
2018-11-27,86,Hubble 3D,WB
2018-10-31,11,Invisible Hands,FRun
2018-11-01,0,Invisible Hands,FRun
2018-11-02,0,Invisible Hands,FRun
2018-11-03,0,Invisible Hands,FRun
2018-11-04,20,Invisible Hands,FRun
2018-11-05,11,Invisible Hands,FRun
2018-11-06,10,Invisible Hands,FRun
2018-11-07,0,Invisible Hands,FRun
2018-11-08,11,Invisible Hands,FRun
2018-11-09,18,Invisible Hands,FRun
2018-11-10,18,Invisible Hands,FRun
2018-11-11,0,Invisible Hands,FRun
2018-11-12,100,Invisible Hands,FRun
2018-11-13,32,Invisible Hands,FRun
2018-11-14,11,Invisible Hands,FRun
2018-11-15,28,Invisible Hands,FRun
2018-11-16,12,Invisible Hands,FRun
2018-11-17,12,Invisible Hands,FRun
2018-11-18,11,Invisible Hands,FRun
2018-11-19,11,Invisible Hands,FRun
2018-11-20,11,Invisible Hands,FRun
2018-11-21,22,Invisible Hands,FRun
2018-11-22,22,Invisible Hands,FRun
2018-11-23,48,Invisible Hands,FRun
2018-11-24,18,Invisible Hands,FRun
2018-11-25,0,Invisible Hands,FRun
2018-11-26,0,Invisible Hands,FRun
2018-11-27,0,Invisible Hands,FRun
2018-10-31,71,Weightless,Great Point
2018-11-01,51,Weightless,Great Point
2018-11-02,66,Weightless,Great Point
2018-11-03,100,Weightless,Great Point
2018-11-04,60,Weightless,Great Point
2018-11-05,63,Weightless,Great Point
2018-11-06,69,Weightless,Great Point
2018-11-07,62,Weightless,Great Point
2018-11-08,70,Weightless,Great Point
2018-11-09,43,Weightless,Great Point
2018-11-10,65,Weightless,Great Point
2018-11-11,82,Weightless,Great Point
2018-11-12,61,Weightless,Great Point
2018-11-13,67,Weightless,Great Point
2018-11-14,79,Weightless,Great Point
2018-11-15,50,Weightless,Great Point
2018-11-16,76,Weightless,Great Point
2018-11-17,68,Weightless,Great Point
2018-11-18,57,Weightless,Great Point
2018-11-19,74,Weightless,Great Point
2018-11-20,59,Weightless,Great Point
2018-11-21,73,Weightless,Great Point
2018-11-22,37,Weightless,Great Point
2018-11-23,70,Weightless,Great Point
2018-11-24,62,Weightless,Great Point
2018-11-25,68,Weightless,Great Point
2018-11-26,72,Weightless,Great Point
2018-11-27,83,Weightless,Great Point
2018-10-31,0,Of Fathers and Sons,KL
2018-11-01,21,Of Fathers and Sons,KL
2018-11-02,45,Of Fathers and Sons,KL
2018-11-03,44,Of Fathers and Sons,KL
2018-11-04,28,Of Fathers and Sons,KL
2018-11-05,0,Of Fathers and Sons,KL
2018-11-06,19,Of Fathers and Sons,KL
2018-11-07,39,Of Fathers and Sons,KL
2018-11-08,51,Of Fathers and Sons,KL
2018-11-09,23,Of Fathers and Sons,KL
2018-11-10,22,Of Fathers and Sons,KL
2018-11-11,59,Of Fathers and Sons,KL
2018-11-12,19,Of Fathers and Sons,KL
2018-11-13,39,Of Fathers and Sons,KL
2018-11-14,70,Of Fathers and Sons,KL
2018-11-15,41,Of Fathers and Sons,KL
2018-11-16,68,Of Fathers and Sons,KL
2018-11-17,45,Of Fathers and Sons,KL
2018-11-18,30,Of Fathers and Sons,KL
2018-11-19,59,Of Fathers and Sons,KL
2018-11-20,100,Of Fathers and Sons,KL
2018-11-21,0,Of Fathers and Sons,KL
2018-11-22,30,Of Fathers and Sons,KL
2018-11-23,66,Of Fathers and Sons,KL
2018-11-24,44,Of Fathers and Sons,KL
2018-11-25,38,Of Fathers and Sons,KL
2018-11-26,58,Of Fathers and Sons,KL
2018-11-27,69,Of Fathers and Sons,KL
2018-10-31,71,Liyana,Abr.
2018-11-01,72,Liyana,Abr.
2018-11-02,84,Liyana,Abr.
2018-11-03,59,Liyana,Abr.
2018-11-04,51,Liyana,Abr.
2018-11-05,43,Liyana,Abr.
2018-11-06,47,Liyana,Abr.
2018-11-07,76,Liyana,Abr.
2018-11-08,20,Liyana,Abr.
2018-11-09,100,Liyana,Abr.
2018-11-10,75,Liyana,Abr.
2018-11-11,58,Liyana,Abr.
2018-11-12,38,Liyana,Abr.
2018-11-13,43,Liyana,Abr.
2018-11-14,59,Liyana,Abr.
2018-11-15,45,Liyana,Abr.
2018-11-16,61,Liyana,Abr.
2018-11-17,71,Liyana,Abr.
2018-11-18,97,Liyana,Abr.
2018-11-19,43,Liyana,Abr.
2018-11-20,88,Liyana,Abr.
2018-11-21,95,Liyana,Abr.
2018-11-22,89,Liyana,Abr.
2018-11-23,70,Liyana,Abr.
2018-11-24,81,Liyana,Abr.
2018-11-25,61,Liyana,Abr.
2018-11-26,42,Liyana,Abr.
2018-11-27,62,Liyana,Abr.
2018-10-31,0,Postcards from London,Strand
2018-11-01,30,Postcards from London,Strand
2018-11-02,48,Postcards from London,Strand
2018-11-03,46,Postcards from London,Strand
2018-11-04,54,Postcards from London,Strand
2018-11-05,41,Postcards from London,Strand
2018-11-06,27,Postcards from London,Strand
2018-11-07,27,Postcards from London,Strand
2018-11-08,86,Postcards from London,Strand
2018-11-09,64,Postcards from London,Strand
2018-11-10,46,Postcards from London,Strand
2018-11-11,55,Postcards from London,Strand
2018-11-12,27,Postcards from London,Strand
2018-11-13,42,Postcards from London,Strand
2018-11-14,28,Postcards from London,Strand
2018-11-15,29,Postcards from London,Strand
2018-11-16,64,Postcards from London,Strand
2018-11-17,79,Postcards from London,Strand
2018-11-18,70,Postcards from London,Strand
2018-11-19,0,Postcards from London,Strand
2018-11-20,98,Postcards from London,Strand
2018-11-21,100,Postcards from London,Strand
2018-11-22,86,Postcards from London,Strand
2018-11-23,62,Postcards from London,Strand
2018-11-24,47,Postcards from London,Strand
2018-11-25,27,Postcards from London,Strand
2018-11-26,27,Postcards from London,Strand
2018-11-27,28,Postcards from London,Strand
2018-10-31,0,Milford Graves Full Mantis,CGld
2018-11-01,0,Milford Graves Full Mantis,CGld
2018-11-02,0,Milford Graves Full Mantis,CGld
2018-11-03,0,Milford Graves Full Mantis,CGld
2018-11-04,0,Milford Graves Full Mantis,CGld
2018-11-05,0,Milford Graves Full Mantis,CGld
2018-11-06,0,Milford Graves Full Mantis,CGld
2018-11-07,0,Milford Graves Full Mantis,CGld
2018-11-08,0,Milford Graves Full Mantis,CGld
2018-11-09,0,Milford Graves Full Mantis,CGld
2018-11-10,0,Milford Graves Full Mantis,CGld
2018-11-11,0,Milford Graves Full Mantis,CGld
2018-11-12,0,Milford Graves Full Mantis,CGld
2018-11-13,88,Milford Graves Full Mantis,CGld
2018-11-14,0,Milford Graves Full Mantis,CGld
2018-11-15,90,Milford Graves Full Mantis,CGld
2018-11-16,100,Milford Graves Full Mantis,CGld
2018-11-17,99,Milford Graves Full Mantis,CGld
2018-11-18,88,Milford Graves Full Mantis,CGld
2018-11-19,0,Milford Graves Full Mantis,CGld
2018-11-20,0,Milford Graves Full Mantis,CGld
2018-11-21,0,Milford Graves Full Mantis,CGld
2018-11-22,90,Milford Graves Full Mantis,CGld
2018-11-23,98,Milford Graves Full Mantis,CGld
2018-11-24,97,Milford Graves Full Mantis,CGld
2018-11-25,0,Milford Graves Full Mantis,CGld
2018-11-26,84,Milford Graves Full Mantis,CGld
2018-11-27,0,Milford Graves Full Mantis,CGld
2018-10-31,88,Life  Nothing More,CFI
2018-11-01,100,Life  Nothing More,CFI
2018-11-02,73,Life  Nothing More,CFI
2018-11-03,46,Life  Nothing More,CFI
2018-11-04,80,Life  Nothing More,CFI
2018-11-05,93,Life  Nothing More,CFI
2018-11-06,51,Life  Nothing More,CFI
2018-11-07,62,Life  Nothing More,CFI
2018-11-08,54,Life  Nothing More,CFI
2018-11-09,72,Life  Nothing More,CFI
2018-11-10,71,Life  Nothing More,CFI
2018-11-11,52,Life  Nothing More,CFI
2018-11-12,82,Life  Nothing More,CFI
2018-11-13,63,Life  Nothing More,CFI
2018-11-14,42,Life  Nothing More,CFI
2018-11-15,22,Life  Nothing More,CFI
2018-11-16,24,Life  Nothing More,CFI
2018-11-17,24,Life  Nothing More,CFI
2018-11-18,53,Life  Nothing More,CFI
2018-11-19,63,Life  Nothing More,CFI
2018-11-20,42,Life  Nothing More,CFI
2018-11-21,0,Life  Nothing More,CFI
2018-11-22,21,Life  Nothing More,CFI
2018-11-23,23,Life  Nothing More,CFI
2018-11-24,35,Life  Nothing More,CFI
2018-11-25,30,Life  Nothing More,CFI
2018-11-26,71,Life  Nothing More,CFI
2018-11-27,52,Life  Nothing More,CFI
2018-10-31,79,Memoir of War,MBox
2018-11-01,0,Memoir of War,MBox
2018-11-02,58,Memoir of War,MBox
2018-11-03,55,Memoir of War,MBox
2018-11-04,49,Memoir of War,MBox
2018-11-05,50,Memoir of War,MBox
2018-11-06,49,Memoir of War,MBox
2018-11-07,50,Memoir of War,MBox
2018-11-08,52,Memoir of War,MBox
2018-11-09,57,Memoir of War,MBox
2018-11-10,56,Memoir of War,MBox
2018-11-11,100,Memoir of War,MBox
2018-11-12,0,Memoir of War,MBox
2018-11-13,0,Memoir of War,MBox
2018-11-14,51,Memoir of War,MBox
2018-11-15,0,Memoir of War,MBox
2018-11-16,57,Memoir of War,MBox
2018-11-17,57,Memoir of War,MBox
2018-11-18,51,Memoir of War,MBox
2018-11-19,0,Memoir of War,MBox
2018-11-20,50,Memoir of War,MBox
